 11:28:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:30:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:32:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:34:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:36:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:38:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:40:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:42:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:44:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:46:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:48:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:50:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:52:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:54:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:56:00  08/01/17,-19.28,-19.00,-19.50,-18.22,-19.72
 11:58:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:00:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:02:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:04:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:06:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:08:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:10:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:12:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
 12:14:00  08/01/17,-19.78,-19.28,-19.50,-18.78,-19.39
